CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
12420,,48055,"Caldwell County, TX",County or equivalent,38066,38055,38127,38470,38682,39201,39703,40419,41147,42328,43161,43664,,
12420,,48209,"Hays County, TX",County or equivalent,157107,157103,158214,163270,168519,176035,184854,194662,204546,214726,222706,230191,,
12420,,48453,"Travis County, TX",County or equivalent,1024266,1024444,1030503,1061709,1096886,1122248,1152260,1179805,1206110,1227585,1246572,1273954,,
12420,,48491,"Williamson County, TX",County or equivalent,422679,422504,426287,442031,455750,470017,487913,507133,527622,546251,566463,590551,,
12540,,,"Bakersfield, CA",Metropolitan Statistical Area,839631,839621,840996,847970,853606,862000,869176,876031,880856,887356,893758,900202,,
12540,,6029,"Kern County, CA",County or equivalent,839631,839621,840996,847970,853606,862000,869176,876031,880856,887356,893758,900202,,
12580,,,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,2710489,2710598,2715738,2733785,2754637,2768233,2780055,2790053,2794111,2798707,2800743,2800053,,
12580,,24003,"Anne Arundel County, MD",County or equivalent,537656,537631,539284,544803,550333,555417,559142,563027,567254,571339,575523,579234,,
12580,,24005,"Baltimore County, MD",County or equivalent,805029,805324,806656,812961,818113,822274,824994,827533,828682,828645,827859,827370,,
12580,,24013,"Carroll County, MD",County or equivalent,167134,167141,167213,167037,167049,167217,167327,167132,167100,167547,168267,168447,,
12580,,24025,"Harford County, MD",County or equivalent,244826,244824,245237,246729,248566,248890,249314,249558,250370,251858,253882,255441,,
12580,,24027,"Howard County, MD",County or equivalent,287085,287123,288627,293583,299184,303527,306909,311297,315416,319251,322621,325690,,
12580,,24035,"Queen Anne's County, MD",County or equivalent,47798,47785,47806,48262,48497,48517,48782,48984,49063,49586,50148,50381,,
12580,,24510,"Baltimore city, MD",County or equivalent,620961,620770,620915,620410,622895,622391,623587,622522,616226,610481,602443,593490,,
12620,,,"Bangor, ME",Metropolitan Statistical Area,153923,153931,153861,153759,153347,153222,153201,151929,151333,151645,151817,152148,,
12620,,23019,"Penobscot County, ME",County or equivalent,153923,153931,153861,153759,153347,153222,153201,151929,151333,151645,151817,152148,,
12700,,,"Barnstable Town, MA",Metropolitan Statistical Area,215888,215880,215899,215356,214788,214518,214289,213877,213559,213581,213471,212990,,
12700,,25001,"Barnstable County, MA",County or equivalent,215888,215880,215899,215356,214788,214518,214289,213877,213559,213581,213471,212990,,
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,825905,825917,827629,831493,836197,841986,846827,851167,856723,854295,854526,854884,,
12940,,22005,"Ascension Parish, LA",County or equivalent,107215,107215,107890,110075,112218,114636,117282,119374,121558,123177,124858,126604,,
12940,,22007,"Assumption Parish, LA",County or equivalent,23421,23416,23333,23185,23072,23199,23047,22898,22756,22568,22279,21891,,
12940,,22033,"East Baton Rouge Parish, LA",County or equivalent,440171,440525,440912,441564,442955,444181,445119,445512,446677,444511,442058,440059,,
12940,,22037,"East Feliciana Parish, LA",County or equivalent,20267,20260,20157,20085,19860,19601,19677,19540,19513,19380,19286,19135,,
12940,,22047,"Iberville Parish, LA",County or equivalent,33387,33404,33388,33361,33327,33385,33131,33136,32864,32906,32693,32511,,
12940,,22063,"Livingston Parish, LA",County or equivalent,128026,127674,128337,129828,131478,133668,135168,137116,139627,137712,139394,140789,,
12940,,22077,"Pointe Coupee Parish, LA",County or equivalent,22802,22808,22823,22814,22683,22429,22313,22197,22111,22164,21879,21730,,
12940,,22091,"St. Helena Parish, LA",County or equivalent,11203,11205,11197,10955,10979,10771,10519,10457,10389,10322,10187,10132,,
12940,,22121,"West Baton Rouge Parish, LA",County or equivalent,23788,23785,23951,24109,24149,24654,25192,25554,25901,26184,26400,26465,,
12940,,22125,"West Feliciana Parish, LA",County or equivalent,15625,15625,15641,15517,15476,15462,15379,15383,15327,15371,15492,15568,,
12980,,,"Battle Creek, MI",Metropolitan Statistical Area,136146,136150,135951,135105,134737,134751,134804,134327,134344,134180,134049,134159,,
12980,,26025,"Calhoun County, MI",County or equivalent,136146,136150,135951,135105,134737,134751,134804,134327,134344,134180,134049,134159,,
13020,,,"Bay City, MI",Metropolitan Statistical Area,107771,107773,107679,107417,106967,106794,106046,105237,104411,104045,103702,103126,,
13020,,26017,"Bay County, MI",County or equivalent,107771,107773,107679,107417,106967,106794,106046,105237,104411,104045,103702,103126,,
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,388745,388749,389251,390905,389614,391195,391651,394825,396539,398129,393815,392563,,
13140,,48199,"Hardin County, TX",County or equivalent,54635,54635,54784,55070,55122,55305,55510,55758,56242,57117,57107,57602,,
13140,,48245,"Jefferson County, TX",County or equivalent,252273,252277,252455,253494,251605,253079,252897,255112,255748,256041,253234,251565,,
13140,,48361,"Orange County, TX",County or equivalent,81837,81837,82012,82341,82887,82811,83244,83955,84549,84971,83474,83396,,
13220,,,"Beckley, WV",Metropolitan Statistical Area,124898,124914,124949,125266,125110,124356,123342,122070,120475,118673,117154,115767,,
13220,,54019,"Fayette County, WV",County or equivalent,46039,46049,46030,45921,45861,45557,45159,44707,44179,43607,42982,42406,,
13220,,54081,"Raleigh County, WV",County or equivalent,78859,78865,78919,79345,79249,78799,78183,77363,76296,75066,74172,73361,,
13380,,,"Bellingham, WA",Metropolitan Statistical Area,201140,201146,201545,203490,204863,206073,208154,211836,216417,221410,225197,229247,,
13380,,53073,"Whatcom County, WA",County or equivalent,201140,201146,201545,203490,204863,206073,208154,211836,216417,221410,225197,229247,,
13460,,,"Bend, OR",Metropolitan Statistical Area,157733,157728,157742,159660,161359,165299,169512,174246,180666,186744,191905,197692,,
13460,,41017,"Deschutes County, OR",County or equivalent,157733,157728,157742,159660,161359,165299,169512,174246,180666,186744,191905,197692,,
13740,,,"Billings, MT",Metropolitan Statistical Area,167167,167165,167571,169017,170942,173367,174952,176357,177759,179365,180203,181667,,
13740,,30009,"Carbon County, MT",County or equivalent,10078,10078,10063,10089,10141,10337,10438,10403,10485,10680,10691,10725,,
13740,,30095,"Stillwater County, MT",County or equivalent,9117,9096,9114,9156,9166,9255,9235,9425,9360,9419,9483,9642,,
13740,,30111,"Yellowstone County, MT",County or equivalent,147972,147991,148394,149772,151635,153775,155279,156529,157914,159266,160029,161300,,
13780,,,"Binghamton, NY",Metropolitan Statistical Area,251725,251724,251489,250238,248945,248017,247075,245283,243322,241709,240366,238691,,
13780,,36007,"Broome County, NY",County or equivalent,200600,200675,200481,199363,198667,197914,197251,195928,194498,193100,191925,190488,,
13780,,36107,"Tioga County, NY",County or equivalent,51125,51049,51008,50875,50278,50103,49824,49355,48824,48609,48441,48203,,
13820,,,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1061024,1061039,1061717,1064030,1067563,1072882,1076087,1079752,1082877,1085615,1087967,1090435,,
13820,,1007,"Bibb County, AL",County or equivalent,22915,22915,22870,22745,22667,22521,22553,22566,22586,22550,22367,22394,,
13820,,1009,"Blount County, AL",County or equivalent,57322,57322,57376,57560,57580,57619,57526,57526,57494,57787,57771,57826,,
13820,,1021,"Chilton County, AL",County or equivalent,43643,43632,43653,43689,43582,43628,43760,43700,43866,44120,44163,44428,,
13820,,1073,"Jefferson County, AL",County or equivalent,658466,658567,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573,,
13820,,1115,"St. Clair County, AL",County or equivalent,83593,83350,83571,83975,84761,85810,85996,86546,87306,87926,88654,89512,,
13820,,1117,"Shelby County, AL",County or equivalent,195085,195253,196032,197952,200912,204039,206280,208959,211282,213633,215583,217702,,
13900,,,"Bismarck, ND",Metropolitan Statistical Area,110625,110625,111112,112865,115679,119240,122155,125325,127233,128115,128279,128949,,
13900,,38015,"Burleigh County, ND",County or equivalent,81308,81308,81701,83295,85748,88422,90510,93211,94606,95247,95276,95626,,
13900,,38059,"Morton County, ND",County or equivalent,27471,27469,27570,27721,28083,28929,29777,30249,30732,30938,31058,31364,,
13900,,38065,"Oliver County, ND",County or equivalent,1846,1848,1841,1849,1848,1889,1868,1865,1895,1930,1945,1959,,
13980,,,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,162958,162960,163131,163442,164120,165240,165688,165725,166572,166605,167492,167531,,
13980,,51071,"Giles County, VA",County or equivalent,17286,17286,17316,17151,17022,16988,16849,16762,16827,16754,16799,16720,,
13980,,51121,"Montgomery County, VA",County or equivalent,94392,94422,94557,94737,95652,96589,97107,97317,98172,98142,98532,98535,,
13980,,51155,"Pulaski County, VA",County or equivalent,34872,34857,34828,34740,34732,34546,34340,34351,34249,34225,34060,34027,,
13980,,51750,"Radford city, VA",County or equivalent,16408,16395,16430,16814,16714,17117,17392,17295,17324,17484,18101,18249,,
14010,,,"Bloomington, IL",Metropolitan Statistical Area,169572,169577,169810,170909,172721,175037,174105,173141,173070,172754,172410,171517,,
14010,,17113,"McLean County, IL",County or equivalent,169572,169577,169810,170909,172721,175037,174105,173141,173070,172754,172410,171517,,
14020,,,"Bloomington, IN",Metropolitan Statistical Area,159549,159535,160132,161722,162852,163221,164422,165073,166655,167429,168092,169230,,
14020,,18105,"Monroe County, IN",County or equivalent,137974,137962,138566,140233,141484,142068,143403,144247,145757,146638,147230,148431,,
14020,,18119,"Owen County, IN",County or equivalent,21575,21573,21566,21489,21368,21153,21019,20826,20898,20791,20862,20799,,
14100,,,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,85562,85555,85657,85449,85472,85592,85538,84980,84390,83851,83455,83194,,
14100,,42037,"Columbia County, PA",County or equivalent,67295,67299,67356,67082,67039,67193,67119,66681,66133,65581,65215,64964,,
14100,,42093,"Montour County, PA",County or equivalent,18267,18256,18301,18367,18433,18399,18419,18299,18257,18270,18240,18230,,
14260,,,"Boise City, ID",Metropolitan Statistical Area,616561,616566,617866,627670,637425,649224,662624,674640,691285,709682,728911,749202,,
14260,,16001,"Ada County, ID",County or equivalent,392365,392372,393354,401262,408862,415951,425471,432862,444486,456548,468764,481587,,
14260,,16015,"Boise County, ID",County or equivalent,7028,7027,7005,6986,6790,6720,6779,6963,7095,7347,7655,7831,,
14260,,16027,"Canyon County, ID",County or equivalent,188923,188922,189347,191354,193734,198590,202440,206842,211381,216858,223236,229849,,
14260,,16045,"Gem County, ID",County or equivalent,16719,16719,16687,16692,16630,16569,16646,16685,16959,17311,17587,18112,,
14260,,16073,"Owyhee County, ID",County or equivalent,11526,11526,11473,11376,11409,11394,11288,11288,11364,11618,11669,11823,,
14460,,,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,4552402,4552595,4566348,4609790,4656593,4702877,4746931,4778340,4809061,4841772,4859536,4873019,,
14460,14454,,"Boston, MA",Metropolitan Division,1887792,1888025,1894717,1913107,1933463,1953625,1972382,1986314,2001862,2016866,2024799,2031884,,
14460,14454,25021,"Norfolk County, MA",County or equivalent,670850,670910,673019,677782,682865,688345,692239,694502,697079,700599,703230,706775,,
14460,14454,25023,"Plymouth County, MA",County or equivalent,494919,494932,495926,498184,499495,502792,506513,509221,512207,515461,518422,521202,,
14460,14454,25025,"Suffolk County, MA",County or equivalent,722023,722183,725772,737141,751103,762488,773630,782591,792576,800806,803147,803907,,
14460,15764,,"Cambridge-Newton-Framingham, MA",Metropolitan Division,2246244,2246215,2253142,2276355,2300205,2324767,2346646,2362297,2374511,2388396,2396653,2400733,,
14460,15764,25009,"Essex County, MA",County or equivalent,743159,743082,745461,751507,757338,764563,771653,776865,779847,784453,788183,789034,,
14460,15764,25017,"Middlesex County, MA",County or equivalent,1503085,1503133,1507681,1524848,1542867,1560204,1574993,1585432,1594664,1603943,1608470,1611699,,
14460,40484,,"Rockingham County-Strafford County, NH",Metropolitan Division,418366,418355,418489,420328,422925,424485,427903,429729,432688,436510,438084,440402,,
14460,40484,33015,"Rockingham County, NH",County or equivalent,295223,295204,295289,296195,298157,299456,301361,302691,304377,306669,308287,309769,,
14460,40484,33017,"Strafford County, NH",County or equivalent,123143,123151,123200,124133,124768,125029,126542,127038,128311,129841,129797,130633,,
14500,,,"Boulder, CO",Metropolitan Statistical Area,294567,294560,295037,299957,304570,309323,312233,318027,321250,322441,324636,326196,,
14500,,8013,"Boulder County, CO",County or equivalent,294567,294560,295037,299957,304570,309323,312233,318027,321250,322441,324636,326196,,
14540,,,"Bowling Green, KY",Metropolitan Statistical Area,158599,158613,159341,160985,162450,164653,166630,169507,171902,174981,176864,179240,,
14540,,21003,"Allen County, KY",County or equivalent,19956,19958,20037,20176,20232,20316,20493,20660,20721,20903,21122,21315,,
14540,,21031,"Butler County, KY",County or equivalent,12690,12697,12735,12718,12738,12704,12736,12734,12686,12778,12743,12879,,
14540,,21061,"Edmonson County, KY",County or equivalent,12161,12177,12228,12229,12091,12058,12007,11991,12076,12226,12249,12150,,
14540,,21227,"Warren County, KY",County or equivalent,113792,113781,114341,115862,117389,119575,121394,124122,126419,129074,130750,132896,,
14740,,,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,251133,251143,251681,254297,254339,252401,253387,259232,263142,266289,269276,271473,,
14740,,53035,"Kitsap County, WA",County or equivalent,251133,251143,251681,254297,254339,252401,253387,259232,263142,266289,269276,271473,,
14860,,,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,916829,916904,919355,928000,935099,939924,944196,944943,944347,943038,943971,943332,,
14860,,9001,"Fairfield County, CT",County or equivalent,916829,916904,919355,928000,935099,939924,944196,944943,944347,943038,943971,943332,,
15180,,,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,406220,406215,407630,413201,415877,417357,419005,419450,421350,422227,422139,423163,,
15180,,48061,"Cameron County, TX",County or equivalent,406220,406215,407630,413201,415877,417357,419005,419450,421350,422227,422139,423163,,
15260,,,"Brunswick, GA",Metropolitan Statistical Area,112370,112385,112534,112895,113281,113781,114607,115779,116571,117587,118282,118779,,
15260,,13025,"Brantley County, GA",County or equivalent,18411,18428,18479,18561,18532,18257,18366,18437,18415,18832,18985,19109,,
15260,,13127,"Glynn County, GA",County or equivalent,79626,79627,79744,80111,80866,81497,82177,83311,84099,84675,84975,85292,,
15260,,13191,"McIntosh County, GA",County or equivalent,14333,14330,14311,14223,13883,14027,14064,14031,14057,14080,14322,14378,,
15380,,,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,1135509,1135614,1135627,1135562,1134619,1134974,1135060,1133002,1130232,1129882,1129777,1127983,,
15380,,36029,"Erie County, NY",County or equivalent,919040,919134,919152,919843,919906,920869,921755,920644,918678,919034,919717,918702,,
15380,,36063,"Niagara County, NY",County or equivalent,216469,216480,216475,215719,214713,214105,213305,212358,211554,210848,210060,209281,,
15500,,,"Burlington, NC",Metropolitan Statistical Area,151131,151155,151431,152692,153265,154162,155384,157037,160283,163276,166514,169509,,
15500,,37001,"Alamance County, NC",County or equivalent,151131,151155,151431,152692,153265,154162,155384,157037,160283,163276,166514,169509,,
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,211261,211264,211538,213235,213962,214827,215676,217152,217447,218975,219939,220411,,
15540,,50007,"Chittenden County, VT",County or equivalent,156545,156535,156769,158033,158673,159432,159945,161293,161563,163031,163571,163774,,
15540,,50011,"Franklin County, VT",County or equivalent,47746,47759,47821,48228,48317,48407,48763,48988,48963,48969,49258,49402,,
15540,,50013,"Grand Isle County, VT",County or equivalent,6970,6970,6948,6974,6972,6988,6968,6871,6921,6975,7110,7235,,
15680,,,"California-Lexington Park, MD",Metropolitan Statistical Area,105151,105144,105761,107566,108800,109224,109913,110985,111750,112487,112720,113510,,
15680,,24037,"St. Mary's County, MD",County or equivalent,105151,105144,105761,107566,108800,109224,109913,110985,111750,112487,112720,113510,,
15940,,,"Canton-Massillon, OH",Metropolitan Statistical Area,404422,404425,404218,403331,403429,403365,403675,402433,401068,399327,398330,397520,,
15940,,39019,"Carroll County, OH",County or equivalent,28836,28834,28846,28820,28538,28257,28129,27718,27621,27324,27082,26914,,
15940,,39151,"Stark County, OH",County or equivalent,375586,375591,375372,374511,374891,375108,375546,374715,373447,372003,371248,370606,,
15980,,,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,618754,618755,620449,631053,644197,659834,677232,699644,722649,740000,754470,770577,,
15980,,12071,"Lee County, FL",County or equivalent,618754,618755,620449,631053,644197,659834,677232,699644,722649,740000,754470,770577,,
16020,,,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,96275,96270,96447,96982,97210,97177,97405,97316,97109,96819,96868,96765,,
16020,,17003,"Alexander County, IL",County or equivalent,8238,8238,8206,7992,7717,7238,7083,6762,6459,6278,6041,5761,,
16020,,29017,"Bollinger County, MO",County or equivalent,12363,12358,12342,12376,12442,12481,12415,12316,12205,12280,12189,12133,,
16020,,29031,"Cape Girardeau County, MO",County or equivalent,75674,75674,75899,76614,77051,77458,77907,78238,78445,78261,78638,78871,,
16060,,,"Carbondale-Marion, IL",Metropolitan Statistical Area,139157,139148,139409,139956,138698,140077,139658,139419,138634,137352,136694,135764,,
16060,,17077,"Jackson County, IL",County or equivalent,60218,60206,60373,60369,59066,59760,59359,59214,58726,57904,57289,56750,,
16060,,17087,"Johnson County, IL",County or equivalent,12582,12577,12604,12855,12856,12867,12887,12777,12454,12399,12423,12417,,
16060,,17199,"Williamson County, IL",County or equivalent,66357,66365,66432,66732,66776,67450,67412,67428,67454,67049,66982,66597,,
16180,,,"Carson City, NV",Metropolitan Statistical Area,55274,55269,54981,54676,54312,53726,54082,54068,54147,54532,55202,55916,,
16180,,32510,"Carson City, NV",County or equivalent,55274,55269,54981,54676,54312,53726,54082,54068,54147,54532,55202,55916,,
16220,,,"Casper, WY",Metropolitan Statistical Area,75450,75448,75470,76399,78565,81103,81377,82137,80909,79586,79175,79858,,
16220,,56025,"Natrona County, WY",County or equivalent,75450,75448,75470,76399,78565,81103,81377,82137,80909,79586,79175,79858,,
16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,257940,257948,258440,261028,261916,262706,264300,266312,268224,270653,272061,273032,,
16300,,19011,"Benton County, IA",County or equivalent,26076,26069,26046,26078,25830,25699,25623,25608,25644,25656,25625,25645,,
16300,,19105,"Jones County, IA",County or equivalent,20638,20636,20689,20743,20601,20519,20548,20433,20392,20618,20673,20681,,
16300,,19113,"Linn County, IA",County or equivalent,211226,211243,211705,214207,215485,216488,218129,220271,222188,224379,225763,226706,,
