year,area,cpi,coli,coli_cpi,population,fitness,dance_studio,studio_num,studio_emp,studio_wage,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,occ
2015,All,237.017,,,321418821.0,28.838,3.59,55523.0,104321.0,1.0148,237760.0,1.4,19.7,40970.0,0.8,8.98,11.19,17.39,25.45,33.74,18690.0,23280.0,36160.0,52940.0,70180.0,fit_trainer
2015,All,237.017,,,321418821.0,28.838,3.59,55523.0,104321.0,1.0148,336150.0,1.1,12.79,26610.0,0.4,8.49,9.23,11.21,14.71,19.65,17660.0,19190.0,23320.0,30590.0,40880.0,rec_worker
2016,NY,263.365,216.7,0.8996778264912979,19334778.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,9169850.0,0.3,29.71,61790.0,0.6,9.59,12.87,21.74,37.01,58.58,19950.0,26760.0,45220.0,76990.0,121850.0,all_jobs
2016,NY,263.365,216.7,0.8996778264912979,19334778.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,740.0,24.0,23.78,,13.0,9.42,13.89,19.0,27.38,37.79,,,,,,dancer
2016,NY,263.365,216.7,0.8996778264912979,19334778.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,320.0,34.3,36.56,76050.0,8.1,20.02,22.2,32.29,52.59,61.29,41640.0,46170.0,67160.0,109390.0,127470.0,choreo
2016,NY,263.365,216.7,0.8996778264912979,19334778.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,22130.0,6.1,30.79,64050.0,3.3,10.31,19.19,28.61,39.83,54.74,21450.0,39910.0,59500.0,82840.0,113860.0,fit_trainer
2016,NY,263.365,216.7,0.8996778264912979,19334778.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,26810.0,5.3,14.77,30720.0,1.3,9.21,10.19,13.09,17.74,23.38,19160.0,21190.0,27220.0,36900.0,48630.0,rec_worker
2016,Chicago,229.302,116.9,0.5491614600460375,9533662.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,4552180.0,0.4,25.63,53320.0,0.9,9.35,11.75,18.93,32.17,48.68,19450.0,24440.0,39380.0,66920.0,101260.0,all_jobs
2016,Chicago,229.302,116.9,0.5491614600460375,9533662.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,,,24.08,,18.4,10.17,12.2,21.58,27.86,38.46,,,,,,dancer
2016,Chicago,229.302,116.9,0.5491614600460375,9533662.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,,,22.47,46730.0,13.9,12.29,18.84,21.82,24.07,34.82,25560.0,39180.0,45390.0,50070.0,72420.0,choreo
2016,Chicago,229.302,116.9,0.5491614600460375,9533662.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,10970.0,5.8,21.92,45590.0,3.6,9.39,12.12,19.07,28.76,38.83,19520.0,25200.0,39670.0,59830.0,80770.0,fit_trainer
2016,Chicago,229.302,116.9,0.5491614600460375,9533662.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,16970.0,5.4,12.35,25690.0,2.3,8.75,9.14,10.46,13.72,18.82,18210.0,19010.0,21770.0,28540.0,39150.0,rec_worker
2016,Seattle,254.886,121.4,0.5355260197712325,3816355.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,1874250.0,1.1,29.41,61170.0,2.5,11.43,14.95,22.91,37.17,56.64,23780.0,31090.0,47650.0,77310.0,117820.0,all_jobs
2016,Seattle,254.886,121.4,0.5355260197712325,3816355.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,,,34.41,71570.0,14.8,15.9,23.26,37.8,44.32,48.04,33070.0,48390.0,78620.0,92190.0,99910.0,choreo
2016,Seattle,254.886,121.4,0.5355260197712325,3816355.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,4950.0,13.0,24.57,51110.0,5.2,13.49,16.56,22.63,31.86,37.7,28070.0,34440.0,47070.0,66270.0,78410.0,fit_trainer
2016,Seattle,254.886,121.4,0.5355260197712325,3816355.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,3720.0,7.5,15.18,31580.0,2.6,10.29,11.21,13.27,17.18,24.27,21400.0,23310.0,27600.0,35740.0,50470.0,rec_worker
2016,LA,249.246,136.4,0.6038230320415771,13270694.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,5783690.0,0.4,26.75,55650.0,0.7,10.19,12.11,19.08,32.89,52.04,21190.0,25180.0,39680.0,68420.0,108250.0,all_jobs
2016,LA,249.246,136.4,0.6038230320415771,13270694.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,490.0,28.2,18.6,,9.9,10.16,11.3,16.7,26.14,29.59,,,,,,dancer
2016,LA,249.246,136.4,0.6038230320415771,13270694.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,,,26.8,55740.0,15.1,12.3,13.36,15.12,33.67,55.39,25580.0,27790.0,31450.0,70030.0,115210.0,choreo
2016,LA,249.246,136.4,0.6038230320415771,13270694.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,8990.0,9.4,24.45,50850.0,3.6,10.11,13.84,22.51,31.09,42.86,21020.0,28780.0,46810.0,64670.0,89140.0,fit_trainer
2016,LA,249.246,136.4,0.6038230320415771,13270694.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,17820.0,4.5,13.78,28670.0,1.9,10.01,10.81,12.76,15.27,19.09,20820.0,22490.0,26540.0,31750.0,39720.0,rec_worker
2016,SanFran,266.344,164.0,0.7209773639484941,4688198.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,2263090.0,0.6,33.23,69110.0,0.8,11.43,15.13,24.9,42.5,66.31,23770.0,31480.0,51780.0,88390.0,137920.0,all_jobs
2016,SanFran,266.344,164.0,0.7209773639484941,4688198.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,300.0,42.0,18.95,,4.0,10.01,12.36,16.06,22.66,30.13,,,,,,dancer
2016,SanFran,266.344,164.0,0.7209773639484941,4688198.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,330.0,49.6,41.81,86960.0,8.0,32.88,36.2,40.76,47.88,56.01,68380.0,75290.0,84770.0,99590.0,116500.0,choreo
2016,SanFran,266.344,164.0,0.7209773639484941,4688198.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,5650.0,8.1,26.12,54340.0,4.7,10.69,13.9,23.57,34.84,48.87,22230.0,28910.0,49030.0,72460.0,101640.0,fit_trainer
2016,SanFran,266.344,164.0,0.7209773639484941,4688198.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,7540.0,9.8,16.32,33950.0,2.4,10.56,12.25,15.68,18.71,23.51,21970.0,25480.0,32620.0,38920.0,48910.0,rec_worker
2016,All,240.0075,,,323127515.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,140400040.0,0.1,23.86,49630.0,0.1,9.27,11.6,17.81,28.92,45.45,19290.0,24140.0,37040.0,60150.0,94540.0,all_jobs
2016,All,240.0075,,,323127515.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,10060.0,8.3,18.29,,3.6,8.69,9.37,13.74,22.99,33.34,,,,,,dancer
2016,All,240.0075,,,323127515.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,5160.0,7.8,25.77,53610.0,3.6,10.35,15.28,23.19,33.38,45.39,21520.0,31790.0,48240.0,69430.0,94400.0,choreo
2016,All,240.0075,,,323127515.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,257410.0,1.3,20.57,42780.0,0.8,9.21,11.6,18.34,26.45,35.09,19150.0,24120.0,38160.0,55010.0,72980.0,fit_trainer
2016,All,240.0075,,,323127515.0,31.223,3.7,56412.0,107832.0,1.0797999999999999,336880.0,1.0,13.09,27230.0,0.3,8.66,9.51,11.48,15.05,20.03,18000.0,19780.0,23870.0,31310.0,41660.0,rec_worker
2017,NY,268.52,216.7,0.8996778264912979,19322607.0,33.042,3.87,58515.0,114075.0,1.1448,9302710.0,0.2,30.23,62870.0,0.6,10.05,13.13,22.07,37.54,59.61,20900.0,27310.0,45900.0,78090.0,123990.0,all_jobs
2017,NY,268.52,216.7,0.8996778264912979,19322607.0,33.042,3.87,58515.0,114075.0,1.1448,790.0,25.1,24.84,,14.1,11.15,14.5,19.88,27.92,41.8,,,,,,dancer
2017,NY,268.52,216.7,0.8996778264912979,19322607.0,33.042,3.87,58515.0,114075.0,1.1448,50.0,33.3,42.58,88570.0,11.6,18.95,25.24,29.91,57.64,75.34,39410.0,52500.0,62210.0,119880.0,156710.0,choreo
2017,NY,268.52,216.7,0.8996778264912979,19322607.0,33.042,3.87,58515.0,114075.0,1.1448,25090.0,6.6,30.54,63520.0,2.6,10.55,18.54,28.8,40.01,52.95,21950.0,38570.0,59910.0,83230.0,110140.0,fit_trainer
2017,NY,268.52,216.7,0.8996778264912979,19322607.0,33.042,3.87,58515.0,114075.0,1.1448,30180.0,5.5,15.67,32600.0,1.4,9.73,11.06,14.19,18.7,24.22,20240.0,23000.0,29510.0,38900.0,50380.0,rec_worker
2017,Chicago,233.611,116.9,0.5491614600460375,9514113.0,33.042,3.87,58515.0,114075.0,1.1448,4589690.0,0.3,26.04,54160.0,0.8,9.58,12.06,19.23,32.54,48.96,19920.0,25080.0,39990.0,67690.0,101830.0,all_jobs
2017,Chicago,233.611,116.9,0.5491614600460375,9514113.0,33.042,3.87,58515.0,114075.0,1.1448,190.0,41.0,,,,,,,,,,,,,,dancer
2017,Chicago,233.611,116.9,0.5491614600460375,9514113.0,33.042,3.87,58515.0,114075.0,1.1448,70.0,19.6,19.54,40650.0,8.7,9.93,13.67,18.79,23.68,31.21,20650.0,28430.0,39080.0,49260.0,64920.0,choreo
2017,Chicago,233.611,116.9,0.5491614600460375,9514113.0,33.042,3.87,58515.0,114075.0,1.1448,12950.0,6.8,22.08,45930.0,3.4,9.45,12.02,19.84,29.14,38.37,19650.0,25010.0,41260.0,60620.0,79810.0,fit_trainer
2017,Chicago,233.611,116.9,0.5491614600460375,9514113.0,33.042,3.87,58515.0,114075.0,1.1448,15020.0,5.1,12.8,26620.0,2.8,8.88,9.31,10.95,14.33,19.37,18460.0,19370.0,22780.0,29810.0,40280.0,rec_worker
2017,Seattle,262.668,121.4,0.5355260197712325,3885579.0,33.042,3.87,58515.0,114075.0,1.1448,1944150.0,1.1,30.35,63120.0,2.4,12.13,15.58,23.5,37.82,58.1,25240.0,32400.0,48890.0,78670.0,120840.0,all_jobs
2017,Seattle,262.668,121.4,0.5355260197712325,3885579.0,33.042,3.87,58515.0,114075.0,1.1448,110.0,10.4,,,,,,,,,,,,,,dancer
2017,Seattle,262.668,121.4,0.5355260197712325,3885579.0,33.042,3.87,58515.0,114075.0,1.1448,,,37.82,78670.0,10.3,20.78,34.29,40.35,46.0,49.36,43220.0,71320.0,83920.0,95690.0,102660.0,choreo
2017,Seattle,262.668,121.4,0.5355260197712325,3885579.0,33.042,3.87,58515.0,114075.0,1.1448,4710.0,11.9,26.38,54880.0,4.1,13.74,19.2,25.89,32.38,38.78,28580.0,39930.0,53860.0,67350.0,80660.0,fit_trainer
2017,Seattle,262.668,121.4,0.5355260197712325,3885579.0,33.042,3.87,58515.0,114075.0,1.1448,4050.0,8.6,15.88,33030.0,2.6,11.36,11.89,14.17,17.8,24.05,23630.0,24730.0,29480.0,37030.0,50020.0,rec_worker
2017,LA,256.21,136.4,0.6038230320415771,13278000.0,33.042,3.87,58515.0,114075.0,1.1448,6047050.0,0.3,26.94,56030.0,0.6,10.72,12.33,19.13,32.9,52.4,22310.0,25640.0,39800.0,68440.0,109000.0,all_jobs
2017,LA,256.21,136.4,0.6038230320415771,13278000.0,33.042,3.87,58515.0,114075.0,1.1448,,,21.4,,15.4,10.95,12.5,19.46,28.47,33.58,,,,,,dancer
2017,LA,256.21,136.4,0.6038230320415771,13278000.0,33.042,3.87,58515.0,114075.0,1.1448,140.0,33.2,23.38,48620.0,24.2,12.53,13.54,15.3,25.49,37.7,26060.0,28160.0,31830.0,53030.0,78430.0,choreo
2017,LA,256.21,136.4,0.6038230320415771,13278000.0,33.042,3.87,58515.0,114075.0,1.1448,9660.0,9.2,23.36,48590.0,3.7,11.33,14.59,21.34,29.33,38.37,23570.0,30340.0,44390.0,61010.0,79800.0,fit_trainer
2017,LA,256.21,136.4,0.6038230320415771,13278000.0,33.042,3.87,58515.0,114075.0,1.1448,18060.0,4.3,14.05,29220.0,2.0,10.36,11.23,13.07,15.5,19.22,21550.0,23350.0,27190.0,32250.0,39970.0,rec_worker
2017,SanFran,274.924,164.0,0.7209773639484941,4712421.0,33.042,3.87,58515.0,114075.0,1.1448,2369450.0,0.6,33.51,69700.0,1.0,11.8,15.22,24.88,42.66,67.07,24530.0,31660.0,51750.0,88740.0,139510.0,all_jobs
2017,SanFran,274.924,164.0,0.7209773639484941,4712421.0,33.042,3.87,58515.0,114075.0,1.1448,220.0,26.3,22.33,,5.5,10.22,13.03,18.41,29.93,38.64,,,,,,dancer
2017,SanFran,274.924,164.0,0.7209773639484941,4712421.0,33.042,3.87,58515.0,114075.0,1.1448,,,44.78,93150.0,3.7,28.57,41.61,46.31,51.72,59.12,59430.0,86540.0,96330.0,107570.0,122980.0,choreo
2017,SanFran,274.924,164.0,0.7209773639484941,4712421.0,33.042,3.87,58515.0,114075.0,1.1448,6090.0,7.8,25.73,53520.0,4.9,10.95,13.3,23.31,34.5,47.71,22780.0,27660.0,48480.0,71750.0,99230.0,fit_trainer
2017,SanFran,274.924,164.0,0.7209773639484941,4712421.0,33.042,3.87,58515.0,114075.0,1.1448,9590.0,15.2,16.98,35330.0,2.7,11.19,13.17,16.58,19.48,23.78,23280.0,27400.0,34490.0,40510.0,49460.0,rec_worker
2017,All,245.1195,,,325719178.0,33.042,3.87,58515.0,114075.0,1.1448,142549250.0,0.1,24.34,50620.0,0.1,9.6,11.91,18.12,29.38,46.23,19970.0,24770.0,37690.0,61110.0,96150.0,all_jobs
2017,All,245.1195,,,325719178.0,33.042,3.87,58515.0,114075.0,1.1448,9930.0,7.3,17.7,,3.2,8.74,9.66,14.25,22.41,30.95,,,,,,dancer
2017,All,245.1195,,,325719178.0,33.042,3.87,58515.0,114075.0,1.1448,5310.0,8.5,25.47,52970.0,3.4,10.26,15.24,23.28,32.21,44.48,21340.0,31700.0,48420.0,67000.0,92520.0,choreo
2017,All,245.1195,,,325719178.0,33.042,3.87,58515.0,114075.0,1.1448,280080.0,1.3,21.02,43720.0,0.7,9.44,12.0,18.85,27.01,35.83,19640.0,24970.0,39210.0,56190.0,74520.0,fit_trainer
2017,All,245.1195,,,325719178.0,33.042,3.87,58515.0,114075.0,1.1448,352350.0,1.0,13.44,27950.0,0.4,8.88,9.84,11.8,15.44,20.46,18480.0,20470.0,24540.0,32110.0,42560.0,rec_worker
2018,NY,273.641,216.7,0.8996778264912979,19276644.0,33.971,4.1,63363.0,120456.0,1.1787,9498420.0,0.2,31.04,64550.0,0.6,10.95,13.79,22.64,38.44,60.85,22780.0,28680.0,47080.0,79960.0,126570.0,all_jobs
2018,NY,273.641,216.7,0.8996778264912979,19276644.0,33.971,4.1,63363.0,120456.0,1.1787,1530.0,19.1,26.55,,9.1,11.59,14.63,19.49,31.08,53.25,,,,,,dancer
2018,NY,273.641,216.7,0.8996778264912979,19276644.0,33.971,4.1,63363.0,120456.0,1.1787,70.0,33.8,40.86,84990.0,12.8,17.68,21.4,37.44,59.55,73.45,36780.0,44500.0,77870.0,123870.0,152780.0,choreo
2018,NY,273.641,216.7,0.8996778264912979,19276644.0,33.971,4.1,63363.0,120456.0,1.1787,27440.0,4.4,30.24,62900.0,2.6,11.34,16.93,28.48,40.48,53.09,23600.0,35200.0,59230.0,84190.0,110430.0,fit_trainer
2018,NY,273.641,216.7,0.8996778264912979,19276644.0,33.971,4.1,63363.0,120456.0,1.1787,29120.0,5.4,15.84,32950.0,1.1,10.41,11.59,14.38,18.56,23.9,21640.0,24100.0,29910.0,38610.0,49720.0,rec_worker
2018,Chicago,237.706,116.9,0.5491614600460375,9484158.0,33.971,4.1,63363.0,120456.0,1.1787,4641830.0,0.4,26.76,55670.0,0.7,9.86,12.6,19.81,33.63,50.17,20500.0,26200.0,41210.0,69940.0,104350.0,all_jobs
2018,Chicago,237.706,116.9,0.5491614600460375,9484158.0,33.971,4.1,63363.0,120456.0,1.1787,260.0,34.9,,,,,,,,,,,,,,dancer
2018,Chicago,237.706,116.9,0.5491614600460375,9484158.0,33.971,4.1,63363.0,120456.0,1.1787,40.0,13.1,22.37,46520.0,4.4,10.8,16.95,21.75,27.35,34.66,22460.0,35260.0,45250.0,56900.0,72100.0,choreo
2018,Chicago,237.706,116.9,0.5491614600460375,9484158.0,33.971,4.1,63363.0,120456.0,1.1787,14480.0,4.6,23.18,48220.0,3.3,9.48,11.8,21.27,30.24,42.29,19720.0,24540.0,44250.0,62900.0,87970.0,fit_trainer
2018,Chicago,237.706,116.9,0.5491614600460375,9484158.0,33.971,4.1,63363.0,120456.0,1.1787,13790.0,6.6,12.47,25950.0,1.3,8.95,9.42,10.82,13.73,18.35,18610.0,19600.0,22500.0,28570.0,38170.0,rec_worker
2018,Seattle,271.089,121.4,0.5355260197712325,3935179.0,33.971,4.1,63363.0,120456.0,1.1787,1984320.0,0.6,31.44,65400.0,2.5,12.77,16.46,24.45,39.13,59.74,26560.0,34240.0,50860.0,81390.0,124250.0,all_jobs
2018,Seattle,271.089,121.4,0.5355260197712325,3935179.0,33.971,4.1,63363.0,120456.0,1.1787,150.0,29.8,28.25,,7.1,13.85,24.53,27.98,34.13,42.11,,,,,,dancer
2018,Seattle,271.089,121.4,0.5355260197712325,3935179.0,33.971,4.1,63363.0,120456.0,1.1787,5560.0,9.3,28.62,59520.0,5.0,15.23,20.08,26.69,34.02,48.4,31690.0,41770.0,55510.0,70760.0,100670.0,fit_trainer
2018,Seattle,271.089,121.4,0.5355260197712325,3935179.0,33.971,4.1,63363.0,120456.0,1.1787,3960.0,8.6,16.46,34230.0,2.0,11.83,12.49,15.45,18.24,23.04,24600.0,25980.0,32140.0,37940.0,47920.0,rec_worker
2018,LA,265.962,136.4,0.6038230320415771,13249879.0,33.971,4.1,63363.0,120456.0,1.1787,6118830.0,0.3,27.83,57890.0,0.7,11.29,13.08,19.7,34.05,54.77,23490.0,27210.0,40970.0,70830.0,113910.0,all_jobs
2018,LA,265.962,136.4,0.6038230320415771,13249879.0,33.971,4.1,63363.0,120456.0,1.1787,250.0,25.3,26.27,,7.6,11.65,23.41,27.79,31.14,36.62,,,,,,dancer
2018,LA,265.962,136.4,0.6038230320415771,13249879.0,33.971,4.1,63363.0,120456.0,1.1787,90.0,19.9,27.44,57080.0,14.1,10.51,13.81,22.37,30.67,52.43,21850.0,28720.0,46520.0,63800.0,109050.0,choreo
2018,LA,265.962,136.4,0.6038230320415771,13249879.0,33.971,4.1,63363.0,120456.0,1.1787,11780.0,7.2,24.83,51640.0,2.8,12.36,17.01,24.29,29.25,38.63,25720.0,35370.0,50520.0,60830.0,80340.0,fit_trainer
2018,LA,265.962,136.4,0.6038230320415771,13249879.0,33.971,4.1,63363.0,120456.0,1.1787,16510.0,4.9,14.76,30700.0,2.1,11.1,11.93,13.88,16.64,19.24,23080.0,24820.0,28870.0,34610.0,40010.0,rec_worker
2018,SanFran,285.55,164.0,0.7209773639484941,4726314.0,33.971,4.1,63363.0,120456.0,1.1787,2419090.0,0.7,34.81,72400.0,1.1,12.41,15.98,26.0,44.63,69.93,25820.0,33240.0,54090.0,92820.0,145460.0,all_jobs
2018,SanFran,285.55,164.0,0.7209773639484941,4726314.0,33.971,4.1,63363.0,120456.0,1.1787,220.0,21.6,22.32,,7.8,10.51,14.01,18.04,29.67,38.76,,,,,,dancer
2018,SanFran,285.55,164.0,0.7209773639484941,4726314.0,33.971,4.1,63363.0,120456.0,1.1787,,,45.41,94440.0,6.7,28.84,42.54,47.19,51.98,59.94,59990.0,88480.0,98160.0,108110.0,124680.0,choreo
2018,SanFran,285.55,164.0,0.7209773639484941,4726314.0,33.971,4.1,63363.0,120456.0,1.1787,6780.0,8.4,28.23,58710.0,3.9,11.93,16.41,26.97,36.55,48.73,24810.0,34140.0,56100.0,76020.0,101360.0,fit_trainer
2018,SanFran,285.55,164.0,0.7209773639484941,4726314.0,33.971,4.1,63363.0,120456.0,1.1787,8130.0,10.5,17.31,36010.0,3.4,11.79,13.39,16.19,20.03,24.33,24520.0,27850.0,33680.0,41670.0,50610.0,rec_worker
2018,All,251.107,,,327167439.0,33.971,4.1,63363.0,120456.0,1.1787,144733270.0,0.1,24.98,51960.0,0.1,9.95,12.37,18.58,30.06,47.31,20690.0,25740.0,38640.0,62510.0,98410.0,all_jobs
2018,All,251.107,,,327167439.0,33.971,4.1,63363.0,120456.0,1.1787,9720.0,7.4,20.7,,3.0,9.35,10.98,16.31,26.29,40.08,,,,,,dancer
2018,All,251.107,,,327167439.0,33.971,4.1,63363.0,120456.0,1.1787,5090.0,9.6,25.75,53560.0,3.6,10.26,14.89,22.98,33.06,46.93,21340.0,30970.0,47800.0,68760.0,97620.0,choreo
2018,All,251.107,,,327167439.0,33.971,4.1,63363.0,120456.0,1.1787,308470.0,1.2,21.43,44580.0,0.7,9.69,12.39,19.15,27.29,36.58,20160.0,25780.0,39820.0,56760.0,76090.0,fit_trainer
2018,All,251.107,,,327167439.0,33.971,4.1,63363.0,120456.0,1.1787,353570.0,1.0,13.61,28310.0,0.4,8.88,10.13,12.05,15.63,20.52,18470.0,21060.0,25060.0,32510.0,42670.0,rec_worker
2019,NY,278.164,216.7,0.8996778264912979,19216182.0,35.889,4.2,65723.0,126288.0,1.2295,9655330.0,0.3,32.11,66790.0,0.5,11.76,14.77,23.48,39.79,62.6,24470.0,30720.0,48840.0,82770.0,130210.0,all_jobs
2019,NY,278.164,216.7,0.8996778264912979,19216182.0,35.889,4.2,65723.0,126288.0,1.2295,1590.0,19.9,28.27,,9.4,11.97,15.12,22.79,37.04,56.34,,,,,,dancer
2019,NY,278.164,216.7,0.8996778264912979,19216182.0,35.889,4.2,65723.0,126288.0,1.2295,26740.0,5.2,29.78,61940.0,2.4,12.45,17.18,27.9,39.01,52.7,25890.0,35730.0,58020.0,81140.0,109620.0,fit_trainer
2019,NY,278.164,216.7,0.8996778264912979,19216182.0,35.889,4.2,65723.0,126288.0,1.2295,30430.0,5.2,16.41,34130.0,1.2,11.17,12.44,15.04,18.84,24.36,23230.0,25880.0,31270.0,39190.0,50680.0,rec_worker
2019,Chicago,241.181,116.9,0.5491614600460375,9458539.0,35.889,4.2,65723.0,126288.0,1.2295,4676440.0,0.4,27.48,57160.0,0.8,10.33,13.36,20.43,34.46,51.51,21480.0,27780.0,42500.0,71680.0,107140.0,all_jobs
2019,Chicago,241.181,116.9,0.5491614600460375,9458539.0,35.889,4.2,65723.0,126288.0,1.2295,270.0,20.2,19.31,,9.9,9.29,11.42,17.02,20.39,36.01,,,,,,dancer
2019,Chicago,241.181,116.9,0.5491614600460375,9458539.0,35.889,4.2,65723.0,126288.0,1.2295,110.0,42.5,,,,,,,,,,,,,,choreo
2019,Chicago,241.181,116.9,0.5491614600460375,9458539.0,35.889,4.2,65723.0,126288.0,1.2295,14360.0,6.9,24.11,50150.0,3.0,9.9,13.01,22.83,30.58,43.08,20590.0,27060.0,47480.0,63610.0,89610.0,fit_trainer
2019,Chicago,241.181,116.9,0.5491614600460375,9458539.0,35.889,4.2,65723.0,126288.0,1.2295,12940.0,4.6,13.48,28050.0,1.2,9.19,9.92,11.81,14.97,20.04,19110.0,20640.0,24570.0,31140.0,41680.0,rec_worker
2019,Seattle,277.984,121.4,0.5355260197712325,3979845.0,35.889,4.2,65723.0,126288.0,1.2295,2020930.0,0.7,32.91,68460.0,2.5,13.74,17.32,25.65,41.25,63.0,28570.0,36020.0,53360.0,85800.0,131030.0,all_jobs
2019,Seattle,277.984,121.4,0.5355260197712325,3979845.0,35.889,4.2,65723.0,126288.0,1.2295,140.0,27.9,28.43,,7.7,13.89,24.75,28.38,34.45,42.7,,,,,,dancer
2019,Seattle,277.984,121.4,0.5355260197712325,3979845.0,35.889,4.2,65723.0,126288.0,1.2295,6610.0,9.7,29.08,60490.0,5.0,16.13,20.82,27.43,33.09,47.99,33550.0,43310.0,57050.0,68820.0,99830.0,fit_trainer
2019,Seattle,277.984,121.4,0.5355260197712325,3979845.0,35.889,4.2,65723.0,126288.0,1.2295,3910.0,8.5,17.14,35660.0,1.5,12.42,13.56,16.22,18.75,23.82,25840.0,28210.0,33730.0,39010.0,49540.0,rec_worker
2019,LA,274.114,136.4,0.6038230320415771,13214799.0,35.889,4.2,65723.0,126288.0,1.2295,6239690.0,0.3,28.74,59770.0,0.7,11.92,13.92,20.52,35.34,56.74,24790.0,28960.0,42680.0,73500.0,118010.0,all_jobs
2019,LA,274.114,136.4,0.6038230320415771,13214799.0,35.889,4.2,65723.0,126288.0,1.2295,310.0,9.2,25.69,,8.3,13.27,17.95,27.37,31.77,36.97,,,,,,dancer
2019,LA,274.114,136.4,0.6038230320415771,13214799.0,35.889,4.2,65723.0,126288.0,1.2295,130.0,33.9,36.43,75770.0,16.0,12.69,20.69,34.81,54.68,59.31,26400.0,43020.0,72400.0,113740.0,123350.0,choreo
2019,LA,274.114,136.4,0.6038230320415771,13214799.0,35.889,4.2,65723.0,126288.0,1.2295,13940.0,8.6,24.24,50430.0,4.0,12.58,14.86,23.73,29.62,36.65,26160.0,30910.0,49370.0,61620.0,76240.0,fit_trainer
2019,LA,274.114,136.4,0.6038230320415771,13214799.0,35.889,4.2,65723.0,126288.0,1.2295,16710.0,3.8,15.46,32150.0,2.0,11.8,12.73,14.6,17.38,19.82,24530.0,26480.0,30360.0,36160.0,41220.0,rec_worker
2019,SanFran,295.004,164.0,0.7209773639484941,4731803.0,35.889,4.2,65723.0,126288.0,1.2295,2472110.0,0.7,36.49,75890.0,1.1,13.26,17.22,27.42,47.06,73.34,27580.0,35830.0,57040.0,97890.0,152550.0,all_jobs
2019,SanFran,295.004,164.0,0.7209773639484941,4731803.0,35.889,4.2,65723.0,126288.0,1.2295,610.0,48.9,22.36,,22.9,13.72,15.61,17.15,18.69,43.62,,,,,,dancer
2019,SanFran,295.004,164.0,0.7209773639484941,4731803.0,35.889,4.2,65723.0,126288.0,1.2295,6890.0,9.7,28.53,59340.0,4.1,12.44,17.08,28.18,35.75,47.22,25870.0,35520.0,58620.0,74360.0,98220.0,fit_trainer
2019,SanFran,295.004,164.0,0.7209773639484941,4731803.0,35.889,4.2,65723.0,126288.0,1.2295,8150.0,14.7,17.54,36490.0,3.9,12.34,13.65,16.2,20.2,24.85,25670.0,28390.0,33690.0,42020.0,51680.0,rec_worker
2019,All,255.6575,,,328239523.0,35.889,4.2,65723.0,126288.0,1.2295,146875480.0,0.1,25.72,53490.0,0.1,10.35,13.02,19.14,30.88,48.57,21530.0,27080.0,39810.0,64240.0,101020.0,all_jobs
2019,All,255.6575,,,328239523.0,35.889,4.2,65723.0,126288.0,1.2295,9690.0,8.1,22.91,,3.0,10.1,12.05,17.49,27.48,43.41,,,,,,dancer
2019,All,255.6575,,,328239523.0,35.889,4.2,65723.0,126288.0,1.2295,4630.0,10.5,25.77,53590.0,3.4,10.48,15.3,22.27,31.75,48.9,21800.0,31820.0,46330.0,66040.0,101710.0,choreo
2019,All,255.6575,,,328239523.0,35.889,4.2,65723.0,126288.0,1.2295,325500.0,1.2,21.69,45110.0,0.7,10.15,12.94,19.42,27.63,36.25,21110.0,26910.0,40390.0,57470.0,75400.0,fit_trainer
2019,All,255.6575,,,328239523.0,35.889,4.2,65723.0,126288.0,1.2295,358750.0,1.1,14.1,29330.0,0.4,9.07,10.66,12.67,16.17,21.15,18860.0,22170.0,26350.0,33630.0,44000.0,rec_worker
